Thickness,Width,Length,Hardness,TensileStrength,Elongation,SurfaceRoughness,Temperature,Pressure,CoolingRate,Defect_Type,Defective
6.869021545015713,1287.2710405548842,2494.5632738667937,249.90107311871603,664.9991554949852,11.847416785517932,1.9506192482793043,565.6355785922322,124.72801030110412,3.634357855825562,Scratch,1
14.35928598332891,1446.871318750043,2331.648384925613,324.0240317537783,392.2559977993558,11.215074591760402,1.4319481152491602,223.3420806578585,73.7044437905145,8.259014981309317,None,0
11.515921243548267,2209.0947864043605,1704.6156500114403,268.8000341968999,473.3198471849431,22.08383901487328,2.897045722105428,567.3562045260408,81.589806243054,9.946579756797094,None,0
9.782560294561476,1180.0087721197842,3429.066680405952,124.99077493353892,631.640318428909,29.322326449855098,0.7350375078542907,253.80116405846974,95.16778204523044,8.487234609356934,Crack,1
4.028242325751675,2239.299369624343,2906.4966420345154,155.67407103506662,541.0446722622399,20.05442617909448,1.804783606396928,626.2065431112484,100.91333359123709,3.7883578011257764,None,0
4.0279287643706345,676.268861953383,4462.803969296015,165.79845520927574,669.2855193174469,11.030304518786103,2.1306090434716456,434.04658794855834,110.56545230263602,7.256897737422193,None,0
2.755086958186593,2053.5968744172615,1128.438321928233,177.35927609345345,780.6039506114298,14.424373121549124,2.494137019101607,702.6178949411112,113.86500724087361,5.572272746415196,None,0
13.260289895074157,2195.0952661094725,3575.4717102205054,269.6210175851513,358.2733438575988,14.895858128315414,1.2802159882412205,765.5175471590784,163.92908637188398,7.971918946892381,None,0
9.814495152661713,863.6353056746775,4051.7955140462445,251.18973394761804,654.7838581990304,16.757142582739,2.092073532206696,450.26620487936543,177.3932977065103,1.9544252491392964,None,0
11.204943511348592,1360.693064744401,4037.946276753228,160.94801150926267,415.17207781605725,10.872067671724253,0.97928426701442,476.3331772842477,127.21980203158898,6.5622786301360865,None,0
2.267598425845432,830.9995493273112,4544.2958683821,120.26645303670612,507.2383637037846,28.097854009958326,1.3628806678492789,554.0885486077102,276.824104980182,7.849834346746479,Corrosion,1
14.608828078105926,1913.2082579884354,3916.134971317976,151.42966134241541,316.4313628975699,20.311278894429904,2.697318680489858,318.2796331148303,188.28493083473865,7.7316976863630815,None,0
12.821754330405483,1570.6955361233136,4711.240246590785,395.314393785581,367.95369114634946,23.41861585908218,2.8547320670597673,756.3997044970168,246.86923200835167,9.654133553235924,None,0
4.76040843881759,1770.646693416642,2330.6263992835657,240.5640849374417,459.88864452444983,11.34345673790018,2.1845703060890678,459.7999559008236,281.05945810521087,1.0549081174510406,None,0
4.363724573692308,892.9739339124224,3012.8376670061725,360.20365141063377,470.99290264399247,11.082309356072988,1.1856204832509367,300.0922015496044,90.78377864395131,3.7849040063767605,None,0
4.384258628094639,923.491724104839,1056.3186531315628,354.62574000065297,749.7926082310479,21.729355440810945,2.478167590926526,657.6391000513304,156.96862092890865,5.027259027018669,Crack,1
5.95514915847399,582.9946510198127,1027.830349213165,253.4558672388621,670.9064546332576,27.74592021008416,0.17501453700371855,331.49082346639113,158.3026004286522,3.4427535197247714,None,0
8.821833611219091,1144.1350703914595,1960.5064818060796,312.00631253816306,786.0914840935205,20.569640019190942,0.397963140564321,286.117565043113,138.61806260958855,3.443000379888473,Crack,1
7.615285242347505,1619.4893226673498,1403.228788556341,157.8256031238137,599.5357551676202,27.55638345140143,2.0179838354885473,537.7232452964042,52.226466637909986,2.1732217635543005,None,0
5.785978822574545,2215.8698279946575,2040.8454717430145,306.51901147807246,420.856866045659,26.219825461104787,0.9446208682831665,602.8971531749545,253.99302694452376,8.223038328739474,None,0
9.954087631390934,1833.8548949173614,1708.1731781135895,181.71537377898687,463.8275149608214,11.517075715898415,2.8590200333613853,541.7376443989498,77.8898303884757,9.126655921653153,None,0
3.813420188476544,1370.792646799503,1114.080099354593,349.61862902624523,459.91796164598355,14.039149487713798,1.3645757750676837,593.9063893684179,298.87014948043975,1.28210991593163,Crack,1
5.797880430957836,2406.2402287882755,4637.216585624197,125.11723993267297,463.2471638316258,23.15421338310685,1.3451579791286135,269.31440738464664,243.2396229777954,1.971539661703837,None,0
6.762703962817993,1938.4904011516637,1032.8925255555662,331.94160186558327,636.4820865559078,18.870027651000832,2.0664305795537006,485.6108227304644,195.0025044016286,2.670303498782605,None,0
7.928909794821467,2360.3304057251,3944.3285773483417,129.98107197058584,565.4039640452081,15.813996272938411,2.32594883068795,414.2111864531247,88.65160443539936,5.335381096614607,None,0
12.207287498109176,1555.1759465443313,1608.591547678066,364.3567710682927,492.7120890433222,18.37267712095958,1.4791203405628959,784.0211697440731,178.84824284831177,8.016134316359187,Crack,1
4.5957591680586765,1017.8085495862792,4648.9184879984,191.26135544050112,374.54488436435827,18.903992925412687,0.720602614964,229.77436050768046,115.27718521445222,1.178827485267027,None,0
8.685047699376952,605.653372729444,4571.1837583595425,296.31800944917245,311.069581471073,28.21104501643193,2.3425950639043025,378.9765218359538,113.08063113576736,6.549723363755072,None,0
9.70138939520655,1952.169702967701,3615.6045854770296,246.25068358608394,409.4173387938463,12.069165674099061,1.02901869713352,765.1173164550332,257.38231234562136,1.9186868345689878,None,0
2.6038553653599705,742.6059960110682,3688.9365992024204,209.8909435787017,353.7357019843406,15.5946149361523,0.607821230952187,790.0977099105977,145.16110598985867,9.72884214482452,None,0
9.898083074718699,1105.5502565439342,1021.3565678787542,293.63254995504894,692.7225154261197,20.75129633165428,1.9317565507825385,694.9409646362801,162.680950847701,9.038347593091547,None,0
4.21681360793479,1564.9418157677949,4939.486264454408,384.25689416537136,356.2489789069427,23.965738532611834,0.3623156342720162,245.59894640984558,260.7411844450296,9.521037064984643,None,0
2.8456707088086337,1628.8331755594954,4511.330414303257,112.38092421238656,662.114118653418,22.612745779184873,2.916922757749559,536.8130170061243,71.94765642971063,1.5085568370357265,Scratch,1
